"Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"c-11","hsa00071","Fatty acid degradation","2/42","43/8086",0.0207901834859006,0.0479560232408107,0.021884403669369,"mrna_ACADVL/mrna_ACSL4",2
"c-12","hsa05165","Human papillomavirus infection","11/47","331/8086",2.12438490375951e-06,0.000206472337907448,0.0001022082127906,"mrna_GRB2/mrna_ATM/mrna_PIK3CA/mrna_ITGA2/mrna_NOTCH2/mrna_DVL3/mrna_RELA/mrna_AKT1/mrna_ATR/mrna_PSEN1/mrna_ITGAV",11
"c-12","hsa05166","Human T-cell leukemia virus 1 infection","9/47","219/8086",3.70388168428259e-06,0.000206472337907448,0.0001022082127906,"mrna_B2M/mrna_ATM/mrna_SMAD3/mrna_PIK3CA/mrna_MAPK8/mrna_RELA/mrna_ZFP36/mrna_AKT1/mrna_ATR",9
"c-12","hsa05212","Pancreatic cancer","6/47","76/8086",4.46426676556645e-06,0.000206472337907448,0.0001022082127906,"mrna_RAD51/mrna_SMAD3/mrna_PIK3CA/mrna_MAPK8/mrna_RELA/mrna_AKT1",6
"c-12","hsa05220","Chronic myeloid leukemia","6/47","76/8086",4.46426676556645e-06,0.000206472337907448,0.0001022082127906,"mrna_CTBP1/mrna_GRB2/mrna_SMAD3/mrna_PIK3CA/mrna_RELA/mrna_AKT1",6
"c-12","hsa01522","Endocrine resistance","6/47","98/8086",1.95273477569111e-05,0.000722511867005711,0.000357658790495004,"mrna_NCOR1/mrna_GRB2/mrna_PIK3CA/mrna_MAPK8/mrna_NOTCH2/mrna_AKT1",6
"c-12","hsa04310","Wnt signaling pathway","7/47","166/8086",4.26565648837442e-05,0.00128641140245825,0.000636801092539787,"mrna_CTBP1/mrna_SMAD3/mrna_MAPK8/mrna_DVL3/mrna_RNF43/mrna_LRP6/mrna_PSEN1",7
"c-12","hsa04917","Prolactin signaling pathway","5/47","70/8086",4.86750260389607e-05,0.00128641140245825,0.000636801092539787,"mrna_GRB2/mrna_PIK3CA/mrna_MAPK8/mrna_RELA/mrna_AKT1",5
"c-12","hsa04722","Neurotrophin signaling pathway","6/47","119/8086",5.87373099603537e-05,0.00132561179577107,0.000656206123653388,"mrna_GRB2/mrna_PIK3CA/mrna_MAPK8/mrna_RELA/mrna_AKT1/mrna_PSEN1",6
"c-12","hsa04919","Thyroid hormone signaling pathway","6/47","121/8086",6.44892224969709e-05,0.00132561179577107,0.000656206123653388,"mrna_NCOR1/mrna_PIK3CA/mrna_NOTCH2/mrna_AKT1/mrna_NCOA2/mrna_ITGAV",6
"c-12","hsa04068","FoxO signaling pathway","6/47","131/8086",0.000100387962993549,0.00185717731538065,0.00091934239794092,"mrna_GRB2/mrna_ATM/mrna_SMAD3/mrna_PIK3CA/mrna_MAPK8/mrna_AKT1",6
"c-12","hsa04210","Apoptosis","6/47","136/8086",0.000123506500273892,0.00198220775186787,0.000981235131792347,"mrna_ATM/mrna_PIK3CA/mrna_MAPK8/mrna_RELA/mrna_TNFRSF10A/mrna_AKT1",6
"c-12","hsa05210","Colorectal cancer","5/47","86/8086",0.000130680688545551,0.00198220775186787,0.000981235131792347,"mrna_GRB2/mrna_SMAD3/mrna_PIK3CA/mrna_MAPK8/mrna_AKT1",5
"c-12","hsa05418","Fluid shear stress and atherosclerosis","6/47","139/8086",0.00013929027445558,0.00198220775186787,0.000981235131792347,"mrna_HSP90AA1/mrna_PIK3CA/mrna_MAPK8/mrna_RELA/mrna_AKT1/mrna_ITGAV",6
"c-12","hsa05222","Small cell lung cancer","5/47","92/8086",0.000179796123950125,0.00221791418209296,0.00109791484405171,"mrna_PIK3CA/mrna_ITGA2/mrna_RELA/mrna_AKT1/mrna_ITGAV",5
"c-12","hsa05224","Breast cancer","6/47","147/8086",0.00018931693847154,0.00221791418209296,0.00109791484405171,"mrna_GRB2/mrna_PIK3CA/mrna_NOTCH2/mrna_DVL3/mrna_LRP6/mrna_AKT1",6
"c-12","hsa05170","Human immunodeficiency virus 1 infection","7/47","212/8086",0.000198844548143906,0.00221791418209296,0.00109791484405171,"mrna_B2M/mrna_ATM/mrna_PIK3CA/mrna_MAPK8/mrna_RELA/mrna_AKT1/mrna_ATR",7
"c-12","hsa05226","Gastric cancer","6/47","149/8086",0.00020380833024638,0.00221791418209296,0.00109791484405171,"mrna_GRB2/mrna_SMAD3/mrna_PIK3CA/mrna_DVL3/mrna_LRP6/mrna_AKT1",6
"c-12","hsa05215","Prostate cancer","5/47","97/8086",0.00023057341410888,0.0023697823116746,0.00117309280862413,"mrna_GRB2/mrna_HSP90AA1/mrna_PIK3CA/mrna_RELA/mrna_AKT1",5
"c-12","hsa04218","Cellular senescence","6/47","156/8086",0.000261573169145937,0.00245943947922403,0.00121747501958743,"mrna_ATM/mrna_SMAD3/mrna_PIK3CA/mrna_RELA/mrna_AKT1/mrna_ATR",6
"c-12","hsa04933","AGE-RAGE signaling pathway in diabetic complications","5/47","100/8086",0.0002658853491053,0.00245943947922403,0.00121747501958743,"mrna_SMAD3/mrna_PIK3CA/mrna_MAPK8/mrna_RELA/mrna_AKT1",5
"c-12","hsa04620","Toll-like receptor signaling pathway","5/47","104/8086",0.000319198562351114,0.00257981969780134,0.00127706579635116,"mrna_PIK3CA/mrna_MAPK8/mrna_RELA/mrna_IRF5/mrna_AKT1",5
"c-12","hsa04660","T cell receptor signaling pathway","5/47","104/8086",0.000319198562351114,0.00257981969780134,0.00127706579635116,"mrna_GRB2/mrna_PIK3CA/mrna_MAPK8/mrna_RELA/mrna_AKT1",5
"c-12","hsa05161","Hepatitis B","6/47","162/8086",0.000320734340807734,0.00257981969780134,0.00127706579635116,"mrna_GRB2/mrna_SMAD3/mrna_PIK3CA/mrna_MAPK8/mrna_RELA/mrna_AKT1",6
"c-12","hsa04330","Notch signaling pathway","4/47","59/8086",0.000360888489591354,0.00278184877393335,0.00137707449975648,"mrna_CTBP1/mrna_NOTCH2/mrna_DVL3/mrna_PSEN1",4
"c-12","hsa05225","Hepatocellular carcinoma","6/47","168/8086",0.000389947841262955,0.00288561402534587,0.00142844051325798,"mrna_GRB2/mrna_SMAD3/mrna_PIK3CA/mrna_DVL3/mrna_LRP6/mrna_AKT1",6
"c-12","hsa04668","TNF signaling pathway","5/47","112/8086",0.000449793525776388,0.00320045393340892,0.00158429298552817,"mrna_PIK3CA/mrna_MAPK8/mrna_MMP14/mrna_RELA/mrna_AKT1",5
"c-12","hsa05221","Acute myeloid leukemia","4/47","67/8086",0.000587480925745864,0.00402533226899944,0.00199262536217895,"mrna_GRB2/mrna_PIK3CA/mrna_RELA/mrna_AKT1",4
"c-12","hsa04664","Fc epsilon RI signaling pathway","4/47","68/8086",0.000621555484685971,0.00410670588096088,0.00203290703637893,"mrna_GRB2/mrna_PIK3CA/mrna_MAPK8/mrna_AKT1",4
"c-12","hsa04380","Osteoclast differentiation","5/47","128/8086",0.000827712043481977,0.00528023200152296,0.00261382750573256,"mrna_GRB2/mrna_PIK3CA/mrna_MAPK8/mrna_RELA/mrna_AKT1",5
"c-12","hsa04926","Relaxin signaling pathway","5/47","129/8086",0.000857370996051922,0.00528712114232019,0.00261723777742166,"mrna_GRB2/mrna_PIK3CA/mrna_MAPK8/mrna_RELA/mrna_AKT1",5
"c-12","hsa04510","Focal adhesion","6/47","201/8086",0.00100524780316103,0.00599905947047711,0.00296966244057758,"mrna_GRB2/mrna_PIK3CA/mrna_MAPK8/mrna_ITGA2/mrna_AKT1/mrna_ITGAV",6
"c-12","hsa04915","Estrogen signaling pathway","5/47","138/8086",0.00116133818133167,0.0067139863608237,0.00332356650578471,"mrna_GRB2/mrna_HSP90AA1/mrna_PIK3CA/mrna_AKT1/mrna_NCOA2",5
"c-12","hsa05162","Measles","5/47","139/8086",0.00119947429725988,0.00672432560585083,0.00332868465268291,"mrna_PIK3CA/mrna_MAPK8/mrna_CD46/mrna_RELA/mrna_AKT1",5
"c-12","hsa04662","B cell receptor signaling pathway","4/47","82/8086",0.00125797906019375,0.00684488606281896,0.00338836465129587,"mrna_GRB2/mrna_PIK3CA/mrna_RELA/mrna_AKT1",4
"c-12","hsa05207","Chemical carcinogenesis - receptor activation","6/47","212/8086",0.00132426848960781,0.00699598881676694,0.00346316373859871,"mrna_GRB2/mrna_HSP90AA1/mrna_PIK3CA/mrna_NOTCH2/mrna_RELA/mrna_AKT1",6
"c-12","hsa04550","Signaling pathways regulating pluripotency of stem cells","5/47","143/8086",0.00136138160758708,0.00699598881676694,0.00346316373859871,"mrna_GRB2/mrna_SMAD3/mrna_PIK3CA/mrna_DVL3/mrna_AKT1",5
"c-12","hsa05417","Lipid and atherosclerosis","6/47","215/8086",0.00142345047131156,0.00700028249975228,0.00346528920329131,"mrna_HSP90AA1/mrna_PIK3CA/mrna_MAPK8/mrna_RELA/mrna_TNFRSF10A/mrna_AKT1",6
"c-12","hsa04012","ErbB signaling pathway","4/47","85/8086",0.00143789586481398,0.00700028249975228,0.00346528920329131,"mrna_GRB2/mrna_PIK3CA/mrna_MAPK8/mrna_AKT1",4
"c-12","hsa03440","Homologous recombination","3/47","41/8086",0.00168071711688316,0.00797263247752268,0.00394662318944224,"mrna_RAD51/mrna_XRCC3/mrna_ATM",3
"c-12","hsa05163","Human cytomegalovirus infection","6/47","225/8086",0.00179566526902612,0.00830495186924582,0.00411112837908613,"mrna_B2M/mrna_GRB2/mrna_PIK3CA/mrna_RELA/mrna_AKT1/mrna_ITGAV",6
"c-12","hsa04150","mTOR signaling pathway","5/47","155/8086",0.00194462002784164,0.00877450500367568,0.00434356719954358,"mrna_GRB2/mrna_PIK3CA/mrna_DVL3/mrna_LRP6/mrna_AKT1",5
"c-12","hsa05231","Choline metabolism in cancer","4/47","98/8086",0.0024278821620007,0.0106942428564316,0.00529387839834738,"mrna_GRB2/mrna_PIK3CA/mrna_MAPK8/mrna_AKT1",4
"c-12","hsa04914","Progesterone-mediated oocyte maturation","4/47","100/8086",0.0026133247918206,0.0112433741043444,0.00556571008294717,"mrna_HSP90AA1/mrna_PIK3CA/mrna_MAPK8/mrna_AKT1",4
"c-12","hsa05142","Chagas disease","4/47","102/8086",0.00280829861128074,0.0118076191610667,0.00584502342539292,"mrna_PIK3CA/mrna_MAPK8/mrna_RELA/mrna_AKT1",4
"c-12","hsa05132","Salmonella infection","6/47","249/8086",0.00299010580613793,0.0121176791610828,0.00599850974119033,"mrna_HSP90AA1/mrna_PIK3CA/mrna_MAPK8/mrna_RELA/mrna_TNFRSF10A/mrna_AKT1",6
"c-12","hsa04625","C-type lectin receptor signaling pathway","4/47","104/8086",0.00301304454816112,0.0121176791610828,0.00599850974119033,"mrna_PIK3CA/mrna_MAPK8/mrna_RELA/mrna_AKT1",4
"c-12","hsa04659","Th17 cell differentiation","4/47","108/8086",0.00345280589149218,0.0133076893734595,0.00658759018771535,"mrna_HSP90AA1/mrna_SMAD3/mrna_MAPK8/mrna_RELA",4
"c-12","hsa04931","Insulin resistance","4/47","108/8086",0.00345280589149218,0.0133076893734595,0.00658759018771535,"mrna_PIK3CA/mrna_MAPK8/mrna_RELA/mrna_AKT1",4
"c-12","hsa04151","PI3K-Akt signaling pathway","7/47","354/8086",0.00402518698700511,0.0151971345427744,0.00752290586185703,"mrna_GRB2/mrna_HSP90AA1/mrna_PIK3CA/mrna_ITGA2/mrna_RELA/mrna_AKT1/mrna_ITGAV",7
"c-12","hsa05213","Endometrial cancer","3/47","58/8086",0.00454075089830833,0.0168007783237408,0.00831674375058578,"mrna_GRB2/mrna_PIK3CA/mrna_AKT1",3
"c-12","hsa04071","Sphingolipid signaling pathway","4/47","119/8086",0.00488384519257905,0.0173752184735985,0.00860110388166755,"mrna_PIK3CA/mrna_MAPK8/mrna_RELA/mrna_AKT1",4
"c-12","hsa04935","Growth hormone synthesis, secretion and action","4/47","119/8086",0.00488384519257905,0.0173752184735985,0.00860110388166755,"mrna_GRB2/mrna_PIK3CA/mrna_MAPK8/mrna_AKT1",4
"c-12","hsa05010","Alzheimer disease","7/47","369/8086",0.00505197196382434,0.0175218797958306,0.00867370436550363,"mrna_PIK3CA/mrna_MAPK8/mrna_DVL3/mrna_RELA/mrna_LRP6/mrna_AKT1/mrna_PSEN1",7
"c-12","hsa05167","Kaposi sarcoma-associated herpesvirus infection","5/47","194/8086",0.00511449464310731,0.0175218797958306,0.00867370436550363,"mrna_PIK3CA/mrna_MAPK8/mrna_RELA/mrna_ZFP36/mrna_AKT1",5
"c-12","hsa04110","Cell cycle","4/47","124/8086",0.00564931544180098,0.0190022428496942,0.00940651566386001,"mrna_STAG2/mrna_ATM/mrna_SMAD3/mrna_ATR",4
"c-12","hsa05169","Epstein-Barr virus infection","5/47","202/8086",0.00605997393604395,0.0200195567530023,0.00991010775255308,"mrna_B2M/mrna_PIK3CA/mrna_MAPK8/mrna_RELA/mrna_AKT1",5
"c-12","hsa05415","Diabetic cardiomyopathy","5/47","203/8086",0.00618627890829048,0.0200782736497147,0.00993917386927556,"mrna_SMAD3/mrna_PIK3CA/mrna_MAPK8/mrna_RELA/mrna_AKT1",5
"c-12","hsa05203","Viral carcinogenesis","5/47","204/8086",0.00631443620456455,0.0201408741007662,0.00997016242825982,"mrna_HNRNPK/mrna_GRB2/mrna_PIK3CA/mrna_HDAC6/mrna_RELA",5
"c-12","hsa05205","Proteoglycans in cancer","5/47","205/8086",0.00644446009023373,0.020207205367682,0.0100029978207018,"mrna_GRB2/mrna_PIK3CA/mrna_ITGA2/mrna_AKT1/mrna_ITGAV",5
"c-12","hsa04920","Adipocytokine signaling pathway","3/47","69/8086",0.00737468901743483,0.0223658601348433,0.0110715779899367,"mrna_MAPK8/mrna_RELA/mrna_AKT1",3
"c-12","hsa05211","Renal cell carcinoma","3/47","69/8086",0.00737468901743483,0.0223658601348433,0.0110715779899367,"mrna_GRB2/mrna_PIK3CA/mrna_AKT1",3
"c-12","hsa04910","Insulin signaling pathway","4/47","137/8086",0.00800599335815265,0.0235096630358451,0.0116377848313998,"mrna_GRB2/mrna_PIK3CA/mrna_MAPK8/mrna_AKT1",4
"c-12","hsa05135","Yersinia infection","4/47","137/8086",0.00800599335815265,0.0235096630358451,0.0116377848313998,"mrna_PIK3CA/mrna_MAPK8/mrna_RELA/mrna_AKT1",4
"c-12","hsa05223","Non-small cell lung cancer","3/47","72/8086",0.00829347383762801,0.0239733228118935,0.0118673063137111,"mrna_GRB2/mrna_PIK3CA/mrna_AKT1",3
"c-12","hsa01524","Platinum drug resistance","3/47","73/8086",0.00861405365003422,0.0241454534129747,0.0119525146340188,"mrna_ATM/mrna_PIK3CA/mrna_AKT1",3
"c-12","hsa04115","p53 signaling pathway","3/47","73/8086",0.00861405365003422,0.0241454534129747,0.0119525146340188,"mrna_ATM/mrna_TNFRSF10A/mrna_ATR",3
"c-12","hsa05208","Chemical carcinogenesis - reactive oxygen species","5/47","223/8086",0.00912009305658416,0.0251823464995234,0.0124657988361795,"mrna_GRB2/mrna_PIK3CA/mrna_MAPK8/mrna_RELA/mrna_AKT1",5
"c-12","hsa05214","Glioma","3/47","75/8086",0.00927690963631542,0.0252386512164464,0.0124936708724372,"mrna_GRB2/mrna_PIK3CA/mrna_AKT1",3
"c-12","hsa01521","EGFR tyrosine kinase inhibitor resistance","3/47","79/8086",0.0106903378716519,0.0283092789054236,0.0140136970968527,"mrna_GRB2/mrna_PIK3CA/mrna_AKT1",3
"c-12","hsa04014","Ras signaling pathway","5/47","232/8086",0.0107116190452954,0.0283092789054236,0.0140136970968527,"mrna_GRB2/mrna_PIK3CA/mrna_MAPK8/mrna_RELA/mrna_AKT1",5
"c-12","hsa04932","Non-alcoholic fatty liver disease","4/47","155/8086",0.0122235701559146,0.031850147589355,0.0157665026473621,"mrna_PIK3CA/mrna_MAPK8/mrna_RELA/mrna_AKT1",4
"c-12","hsa05160","Hepatitis C","4/47","157/8086",0.0127654220947084,0.0328000428822368,0.0162367210853747,"mrna_GRB2/mrna_PIK3CA/mrna_RELA/mrna_AKT1",4
"c-12","hsa05131","Shigellosis","5/47","247/8086",0.0137730184478403,0.0349042248335679,0.0172783360484803,"mrna_ATM/mrna_PIK3CA/mrna_MAPK8/mrna_RELA/mrna_AKT1",5
"c-12","hsa04512","ECM-receptor interaction","3/47","88/8086",0.0143064366795268,0.035766091698817,0.017704978536541,"mrna_ITGA2/mrna_AGRN/mrna_ITGAV",3
"c-12","hsa04211","Longevity regulating pathway","3/47","89/8086",0.0147460291434595,0.0358949393623685,0.0177687608792379,"mrna_PIK3CA/mrna_RELA/mrna_AKT1",3
"c-12","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","3/47","89/8086",0.0147460291434595,0.0358949393623685,0.0177687608792379,"mrna_PIK3CA/mrna_RELA/mrna_AKT1",3
"c-12","hsa04658","Th1 and Th2 cell differentiation","3/47","92/8086",0.0161106572355238,0.0387074232282064,0.019161000403152,"mrna_MAPK8/mrna_NOTCH2/mrna_RELA",3
"c-12","hsa04912","GnRH signaling pathway","3/47","93/8086",0.0165808666020252,0.0393264143765982,0.0194674142290984,"mrna_GRB2/mrna_MAPK8/mrna_MMP14",3
"c-12","hsa04657","IL-17 signaling pathway","3/47","94/8086",0.0170587649356656,0.0399477406721283,0.0197749840027036,"mrna_HSP90AA1/mrna_MAPK8/mrna_RELA",3
"c-12","hsa05164","Influenza A","4/47","172/8086",0.0173242751540177,0.040062386293666,0.0198317360315729,"mrna_PIK3CA/mrna_RELA/mrna_TNFRSF10A/mrna_AKT1",4
"c-13","hsa05417","Lipid and atherosclerosis","7/50","215/8086",0.000321904285791704,0.0368146962795446,0.0263675524085723,"mrna_CALM1/mrna_PIK3CD/mrna_PLCG1/mrna_CASP8/mrna_ATF6/mrna_HSP90AB1/mrna_RHOA",7
"c-13","hsa05012","Parkinson disease","7/50","249/8086",0.000777375482659162,0.0368146962795446,0.0263675524085723,"mrna_VDAC1/mrna_CALM1/mrna_DUSP1/mrna_PLCG1/mrna_TUBB2A/mrna_ATF6/mrna_DAXX",7
"c-13","hsa05132","Salmonella infection","7/50","249/8086",0.000777375482659162,0.0368146962795446,0.0263675524085723,"mrna_ANXA2/mrna_PIK3CD/mrna_TUBB2A/mrna_CASP8/mrna_FLNA/mrna_HSP90AB1/mrna_RHOA",7
"c-13","hsa01524","Platinum drug resistance","4/50","73/8086",0.00102889576801764,0.0368146962795446,0.0263675524085723,"mrna_TOP2A/mrna_PIK3CD/mrna_CASP8/mrna_PMAIP1",4
"c-13","hsa04115","p53 signaling pathway","4/50","73/8086",0.00102889576801764,0.0368146962795446,0.0263675524085723,"mrna_EI24/mrna_CASP8/mrna_PTEN/mrna_PMAIP1",4
"c-13","hsa05214","Glioma","4/50","75/8086",0.00113859885400653,0.0368146962795446,0.0263675524085723,"mrna_CALM1/mrna_PIK3CD/mrna_PLCG1/mrna_PTEN",4
"c-13","hsa05418","Fluid shear stress and atherosclerosis","5/50","139/8086",0.00158997064931878,0.0440649008525491,0.031560319655651,"mrna_CALM1/mrna_DUSP1/mrna_PIK3CD/mrna_HSP90AB1/mrna_RHOA",5
"c-13","hsa05210","Colorectal cancer","4/50","86/8086",0.00189259503430762,0.0458954295819598,0.0328713874379744,"mrna_PIK3CD/mrna_SMAD4/mrna_PMAIP1/mrna_RHOA",4
"c-15","hsa05205","Proteoglycans in cancer","12/66","205/8086",7.56163085625991e-08,1.4518331244019e-05,1.0427090970211e-05,"mrna_RRAS/mrna_ARAF/mrna_RPS6KB2/mrna_PLAU/mrna_MSN/mrna_PIK3R3/mrna_MET/mrna_FZD6/mrna_ROCK1/mrna_FLNB/mrna_WNT5A/mrna_SDC1",12
"c-15","hsa05225","Hepatocellular carcinoma","9/66","168/8086",7.80383923381549e-06,0.000749168566446287,0.000538054178752542,"mrna_ARAF/mrna_AXIN1/mrna_ARID1B/mrna_RPS6KB2/mrna_PIK3R3/mrna_MET/mrna_PBRM1/mrna_FZD6/mrna_WNT5A",9
"c-15","hsa05224","Breast cancer","7/66","147/8086",0.000180664751910003,0.00687406927974748,0.00493696861648531,"mrna_ARAF/mrna_AXIN1/mrna_RPS6KB2/mrna_PIK3R3/mrna_BRCA2/mrna_FZD6/mrna_WNT5A",7
"c-15","hsa05226","Gastric cancer","7/66","149/8086",0.000196448433623712,0.00687406927974748,0.00493696861648531,"mrna_ARAF/mrna_AXIN1/mrna_RPS6KB2/mrna_PIK3R3/mrna_MET/mrna_FZD6/mrna_WNT5A",7
"c-15","hsa05211","Renal cell carcinoma","5/66","69/8086",0.000233347465257478,0.00687406927974748,0.00493696861648531,"mrna_ARAF/mrna_FH/mrna_PIK3R3/mrna_SLC2A1/mrna_MET",5
"c-15","hsa04150","mTOR signaling pathway","7/66","155/8086",0.00025061710915746,0.00687406927974748,0.00493696861648531,"mrna_TSC1/mrna_RPS6KB2/mrna_PIK3R3/mrna_INSR/mrna_RICTOR/mrna_FZD6/mrna_WNT5A",7
"c-15","hsa04934","Cushing syndrome","7/66","155/8086",0.00025061710915746,0.00687406927974748,0.00493696861648531,"mrna_AXIN1/mrna_USP8/mrna_FH/mrna_CDKN2C/mrna_FZD6/mrna_WNT5A/mrna_KMT2A",7
"c-15","hsa04310","Wnt signaling pathway","7/66","166/8086",0.000380934353943163,0.00914242449463591,0.00656610531138873,"mrna_AXIN1/mrna_ROR1/mrna_VANGL1/mrna_TLE1/mrna_FZD6/mrna_PORCN/mrna_WNT5A",7
"c-15","hsa05202","Transcriptional misregulation in cancer","7/66","192/8086",0.000908910658220678,0.0193900940420411,0.0139259995587028,"mrna_PLAU/mrna_FUS/mrna_MET/mrna_CDKN2C/mrna_PML/mrna_MAX/mrna_KMT2A",7
"c-15","hsa05215","Prostate cancer","5/66","97/8086",0.00112273130468977,0.0215564410500435,0.0154818737804589,"mrna_ARAF/mrna_PLAU/mrna_PIK3R3/mrna_HSP90AB1/mrna_HSP90B1",5
"c-15","hsa05217","Basal cell carcinoma","4/66","63/8086",0.00168026662541047,0.0293282901889827,0.021063629466868,"mrna_AXIN1/mrna_FZD6/mrna_SUFU/mrna_WNT5A",4
"c-15","hsa04066","HIF-1 signaling pathway","5/66","109/8086",0.00188813183602425,0.030210109376388,0.0216969535543138,"mrna_RPS6KB2/mrna_PIK3R3/mrna_SLC2A1/mrna_INSR/mrna_IFNGR1",5
"c-15","hsa05221","Acute myeloid leukemia","4/66","67/8086",0.0021100466088537,0.0304529599051468,0.0218713692301219,"mrna_ARAF/mrna_RPS6KB2/mrna_PIK3R3/mrna_PML",4
"c-15","hsa04670","Leukocyte transendothelial migration","5/66","114/8086",0.00229959512376778,0.0304529599051468,0.0218713692301219,"mrna_CLDN1/mrna_MSN/mrna_PIK3R3/mrna_ROCK1/mrna_CYBA",5
"c-15","hsa03410","Base excision repair","3/66","33/8086",0.00237913749258959,0.0304529599051468,0.0218713692301219,"mrna_PARP1/mrna_HMGB1/mrna_OGG1",3
"c-15","hsa05212","Pancreatic cancer","4/66","76/8086",0.00334366182766621,0.0401239419319945,0.028817085488439,"mrna_ARAF/mrna_RPS6KB2/mrna_PIK3R3/mrna_BRCA2",4
"c-15","hsa01521","EGFR tyrosine kinase inhibitor resistance","4/66","79/8086",0.00384502294627446,0.0434261415108645,0.031188731019316,"mrna_ARAF/mrna_RPS6KB2/mrna_PIK3R3/mrna_MET",4
"c-15","hsa04910","Insulin signaling pathway","5/66","137/8086",0.00506953628961688,0.0470420894816006,0.0337857111956671,"mrna_TSC1/mrna_ARAF/mrna_RPS6KB2/mrna_PIK3R3/mrna_INSR",5
"c-15","hsa05210","Colorectal cancer","4/66","86/8086",0.00520817508409042,0.0470420894816006,0.0337857111956671,"mrna_ARAF/mrna_AXIN1/mrna_RPS6KB2/mrna_PIK3R3",4
"c-15","hsa05165","Human papillomavirus infection","8/66","331/8086",0.00524442479907626,0.0470420894816006,0.0337857111956671,"mrna_TSC1/mrna_AXIN1/mrna_RPS6KB2/mrna_PIK3R3/mrna_LAMC1/mrna_FZD6/mrna_WNT5A/mrna_RBL1",8
"c-15","hsa05418","Fluid shear stress and atherosclerosis","5/66","139/8086",0.0053888358359972,0.0470420894816006,0.0337857111956671,"mrna_PIK3R3/mrna_HSP90AB1/mrna_HSP90B1/mrna_CYBA/mrna_SDC1",5
"c-15","hsa04140","Autophagy - animal","5/66","141/8086",0.00572216027806646,0.0470420894816006,0.0337857111956671,"mrna_RRAS/mrna_TSC1/mrna_RPS6KB2/mrna_PIK3R3/mrna_HMGB1",5
"c-15","hsa04510","Focal adhesion","6/66","201/8086",0.00576230282675387,0.0470420894816006,0.0337857111956671,"mrna_PIK3R3/mrna_XIAP/mrna_LAMC1/mrna_MET/mrna_ROCK1/mrna_FLNB",6
"c-15","hsa04211","Longevity regulating pathway","4/66","89/8086",0.00588026118520008,0.0470420894816006,0.0337857111956671,"mrna_TSC1/mrna_RPS6KB2/mrna_PIK3R3/mrna_INSR",4
"c-16","hsa05211","Renal cell carcinoma","5/49","69/8086",5.56917314028949e-05,0.00586062538317799,0.00462680951303525,"mrna_SOS2/mrna_TGFA/mrna_RAC1/mrna_PRCC/mrna_ETS1",5
"c-16","hsa05212","Pancreatic cancer","5/49","76/8086",8.86880379960726e-05,0.00586062538317799,0.00462680951303525,"mrna_TGFA/mrna_IKBKB/mrna_RAC1/mrna_RPS6KB2/mrna_RALBP1",5
"c-16","hsa03440","Homologous recombination","4/49","41/8086",0.000102220210171709,0.00586062538317799,0.00462680951303525,"mrna_BRCA1/mrna_RAD50/mrna_RAD54L/mrna_RAD51B",4
"c-16","hsa05210","Colorectal cancer","5/49","86/8086",0.000159767041452854,0.00606687364393151,0.00478963708731435,"mrna_SOS2/mrna_TGFA/mrna_RAC1/mrna_CTNNB1/mrna_RPS6KB2",5
"c-16","hsa05418","Fluid shear stress and atherosclerosis","6/49","139/8086",0.000176362605928242,0.00606687364393151,0.00478963708731435,"mrna_IKBKB/mrna_NQO1/mrna_RAC1/mrna_CYBA/mrna_CTNNB1/mrna_ARHGEF2",6
"c-16","hsa05224","Breast cancer","6/49","147/8086",0.000239301297628758,0.00685997053202438,0.00541576620949293,"mrna_SOS2/mrna_NOTCH2/mrna_BRCA1/mrna_CTNNB1/mrna_RPS6KB2/mrna_NCOA1",6
"c-16","hsa04014","Ras signaling pathway","7/49","232/8086",0.000449415442417881,0.0105508546571246,0.00832962209772992,"mrna_SOS2/mrna_TGFA/mrna_IKBKB/mrna_RAC1/mrna_ETS1/mrna_EFNA1/mrna_RALBP1",7
"c-16","hsa05225","Hepatocellular carcinoma","6/49","168/8086",0.000490737425912771,0.0105508546571246,0.00832962209772992,"mrna_SOS2/mrna_TGFA/mrna_NQO1/mrna_CTNNB1/mrna_RPS6KB2/mrna_SMARCA2",6
"c-16","hsa04151","PI3K-Akt signaling pathway","8/49","354/8086",0.00116443877707167,0.022253718850703,0.0175687254084498,"mrna_SOS2/mrna_TGFA/mrna_IKBKB/mrna_RAC1/mrna_LAMB3/mrna_BRCA1/mrna_EFNA1/mrna_RPS6KB2",8
"c-16","hsa04915","Estrogen signaling pathway","5/49","138/8086",0.00140489387221285,0.0241641746020611,0.0190769799489956,"mrna_SOS2/mrna_TGFA/mrna_HSPA8/mrna_CTSD/mrna_NCOA1",5
"c-16","hsa05206","MicroRNAs in cancer","7/49","310/8086",0.00244524474671435,0.0355347349109479,0.0280537380875904,"mrna_SOS2/mrna_NOTCH2/mrna_IKBKB/mrna_BRCA1/mrna_CDC25C/mrna_EFNA1/mrna_TPM1",7
"c-16","hsa05160","Hepatitis C","5/49","157/8086",0.0024791675519266,0.0355347349109479,0.0280537380875904,"mrna_SOS2/mrna_IKBKB/mrna_CFLAR/mrna_CLDN7/mrna_CTNNB1",5
